Filter Type,Sample,surface,DN1,DN2,DN3,DNAVG
W,9,1,477.6,477.2,475.6,476.8
W,10,1,474.4,474,474.4,474.2666667
W,11,1,474.8,475.6,476,475.4666667
W,12,1,487.6,489.6,489.6,488.9333333
W,13,1,488.8,486.8,486.4,487.3333333
W,14,1,486.4,487.2,486.8,486.8
W,15,1,486.8,487.6,488.4,487.6
W,16,1,488.4,487.2,487.2,487.6
W,17,1,488,488.8,488,488.2666667
W,18,1,486.8,486.8,488.4,487.3333333
W,19,1,490,490,489.2,489.7333333
W,20,1,488.4,489.2,489.6,489.0666667
W,21,1,490,490,490.8,490.2666667
W,22,1,491.2,490,488.4,489.8666667
W,23,1,434.4,434.8,435.6,434.9333333
W,24,1,434.4,434.8,435.6,434.9333333
W,25,1,437.2,438.8,439.6,438.5333333
W,26,1,438.8,437.2,436.8,437.6
W,27,1,437.2,438,437.6,437.6
W,28,1,437.6,437.6,438.8,438
W,29,1,439.2,440,440,439.7333333
W,30,1,441.2,441.2,441.2,441.2
W,31,1,440.4,440.4,440.4,440.4
W,32,1,440.4,440,440,440.1333333
W,33,1,440,440.8,440.8,440.5333333
W,34,1,508.8,508.8,508.4,508.6666667
W,35,1,507.2,506.4,504.8,506.1333333
W,36,1,504.4,504.8,506.8,505.3333333
W,37,1,507.6,508,507.6,507.7333333
W,38,1,507.2,506.4,504.8,506.1333333
W,39,1,504.4,504.8,507.2,505.4666667
W,40,1,508.8,509.6,508,508.8
W,41,1,505.6,503.6,503.6,504.2666667
W,42,1,505.2,507.2,508.4,506.9333333
W,43,1,508.8,508.4,507.2,508.1333333
W,44,1,505.6,504.8,505.6,505.3333333
W,45,1,516.8,517.2,517.6,517.2
W,46,1,518.8,518.8,518.4,518.6666667
W,47,1,517.2,516,515.2,516.1333333
W,48,1,514.4,514.8,514.8,514.6666667
W,49,1,515.6,514.8,514.8,515.0666667
W,50,1,514.4,515.2,516,515.2
W,51,1,516.4,516.8,516.4,516.5333333
W,52,1,517.2,516.8,517.2,517.0666667
W,53,1,516.8,518,518.8,517.8666667
W,54,1,519.2,518.8,518,518.6666667
W,55,1,518,517.6,517.2,517.6
W,56,1,516.8,516,516,516.2666667
W,57,1,517.6,518,517.6,517.7333333
W,58,1,516,515.2,516.4,515.8666667
W,59,1,518,520.4,519.6,519.3333333
W,60,1,519.2,517.2,516.8,517.7333333
W,61,1,516,516.4,517.2,516.5333333
W,62,1,517.6,518,517.6,517.7333333
W,63,1,518,517.2,517.2,517.4666667
W,64,1,516.8,517.6,518,517.4666667
W,65,1,517.6,516.4,514.8,516.2666667
W,66,1,514.8,515.2,516,515.3333333
W,67,1,473.2,472,470.8,472
W,68,1,469.6,470,471.2,470.2666667
W,69,1,472.4,472.4,472.4,472.4
W,70,1,472.8,473.6,474,473.4666667
W,71,1,473.6,473.6,473.2,473.4666667
W,72,1,474.4,474.4,474.8,474.5333333
W,73,1,472.8,473.2,473.6,473.2
W,74,1,476,475.6,475.6,475.7333333
W,75,1,474.4,474.4,473.2,474
W,76,1,473.2,473.2,474.8,473.7333333
W,77,1,475.2,475.6,475.2,475.3333333
W,78,1,488.4,488,488.8,488.4
W,79,1,490.4,490.8,491.6,490.9333333
W,80,1,490.8,490.4,488.8,490
W,81,1,488.8,489.2,490.8,489.6
W,82,1,490.8,490,488.8,489.8666667
W,83,1,489.2,490.4,491.2,490.2666667
W,84,1,491.2,490.8,491.2,491.0666667
W,85,1,490.8,490,488.8,489.8666667
W,86,1,488.8,489.6,490.4,489.6
W,87,1,491.2,490.4,490,490.5333333
W,88,1,488.4,488.8,488.4,488.5333333
W,89,1,501.2,501.6,502.4,501.7333333
W,90,1,504,504.4,504.4,504.2666667
W,91,1,503.6,502.8,501.6,502.6666667
W,92,1,501.6,502.4,504,502.6666667
W,93,1,504,503.2,502,503.0666667
W,94,1,501.6,501.2,500.4,501.0666667
W,95,1,499.2,499.2,500,499.4666667
W,96,1,502,502.8,502.8,502.5333333
W,97,1,502,502,502.4,502.1333333
W,98,1,503.2,503.6,504,503.6
W,99,1,503.6,502.8,502,502.8
W,100,1,503.6,502.4,503.2,503.0666667
W,101,1,504.4,505.2,505.6,505.0666667
W,102,1,506.8,507.6,507.2,507.2
W,103,1,505.2,504,504,504.4
W,104,1,505.2,505.6,504.8,505.2
W,105,1,503.6,502.8,503.6,503.3333333
W,106,1,504.4,505.6,506.4,505.4666667
W,107,1,506.8,506.8,505.6,506.4
W,108,1,505.6,506.4,508.4,506.8
W,109,1,509.2,508.4,507.6,508.4
W,110,1,507.2,507.2,505.6,506.6666667
W,1,2,567.6,568,567.6,567.7333333
W,2,2,567.6,568,567.6,567.7333333
W,3,2,568,568.8,569.2,568.6666667
W,4,2,570.4,570.8,572,571.0666667
W,5,2,570.8,570.4,568.8,570
W,6,2,568.8,568,568.4,568.4
W,7,2,567.2,566.4,566,566.5333333
W,8,2,567.6,569.6,569.6,568.9333333
W,9,2,568.8,567.2,567.2,567.7333333
W,10,2,567.2,568,568.4,567.8666667
W,11,2,568.8,568.4,568.4,568.5333333
W,12,2,651.6,650.4,648.4,650.1333333
W,13,2,644.8,641.2,636.8,640.9333333
W,14,2,634.4,633.6,635.2,634.4
W,15,2,636.8,638.4,639.6,638.2666667
W,16,2,640.4,641.6,642.4,641.4666667
W,17,2,643.6,643.6,644,643.7333333
W,18,2,643.6,644.4,644.8,644.2666667
W,19,2,644.8,643.6,642.4,643.6
W,20,2,641.6,640.4,638.4,640.1333333
W,21,2,634.4,628,620,627.4666667
W,22,2,615.6,615.6,617.6,616.2666667
W,23,2,618.4,618.4,619.6,618.8
W,24,2,565.2,566,566.4,565.8666667
W,25,2,566,565.2,563.6,564.9333333
W,26,2,562.8,562.4,563.6,562.9333333
W,27,2,564.4,565.6,566,565.3333333
W,28,2,566.4,566,566,566.1333333
W,29,2,565.6,566,565.2,565.6
W,30,2,565.2,564.8,565.6,565.2
W,31,2,566.4,566.8,566.4,566.5333333
W,32,2,565.2,564.8,565.2,565.0666667
W,33,2,565.6,565.6,565.2,565.4666667
W,34,2,565.6,566.8,566.8,566.4
W,35,2,620,620.4,620.8,620.4
W,36,2,621.6,622.8,623.6,622.6666667
W,37,2,624,624,624,624
W,38,2,623.6,622.8,622.4,622.9333333
W,39,2,622.4,623.2,622.8,622.8
W,40,2,622.8,622,622.8,622.5333333
W,41,2,623.2,624.4,624.4,624
W,42,2,624.4,623.6,622.8,623.6
W,43,2,621.2,620,619.6,620.2666667
W,44,2,620.8,622.4,623.6,622.2666667
W,45,2,624,624,624,624
W,46,2,621.2,623.2,624.8,623.0666667
W,47,2,624,623.2,622,623.0666667
W,48,2,621.6,620.4,620,620.6666667
W,49,2,619.6,620,619.6,619.7333333
W,50,2,620.4,620.8,621.6,620.9333333
W,51,2,621.6,621.2,620.8,621.2
W,52,2,620.4,620,619.6,620
W,53,2,619.2,619.6,620.4,619.7333333
W,54,2,620.8,620.8,620,620.5333333
W,55,2,620,620.4,621.2,620.5333333
W,56,2,621.6,621.6,621.6,621.6
W,57,2,568.4,569.2,568.8,568.8
W,58,2,568.8,568,568.4,568.4
W,59,2,568.4,569.2,569.2,568.9333333
W,60,2,568.4,567.6,567.6,567.8666667
W,61,2,568.8,568.8,569.2,568.9333333
W,62,2,569.6,571.2,570.8,570.5333333
W,63,2,568.8,566,564.8,566.5333333
W,64,2,565.6,566.8,569.2,567.2
W,65,2,570,571.6,570,570.5333333
W,66,2,570,568.4,568.8,569.0666667
W,67,2,568.8,570,570,569.6
W,68,2,559.6,560,560.4,560
W,69,2,560,559.6,559.2,559.6
W,70,2,559.2,558.4,557.2,558.2666667
W,71,2,556.4,557.2,559.2,557.6
W,72,2,560.4,561.2,560.8,560.8
W,73,2,560.8,560.8,560.8,560.8
W,74,2,560.8,560.4,560.8,560.6666667
W,75,2,561.2,561.2,560.8,561.0666667
W,76,2,560.4,560,559.2,559.8666667
W,77,2,558.8,558.8,559.6,559.0666667
W,78,2,559.6,560,560,559.8666667
W,79,2,574,575.2,575.6,574.9333333
W,80,2,574.4,572.8,572,573.0666667
W,81,2,572.4,573.6,574.4,573.4666667
W,82,2,574.8,574.4,573.6,574.2666667
W,83,2,572.4,572,572.4,572.2666667
W,84,2,573.6,574.4,574.8,574.2666667
W,85,2,575.2,575.2,575.2,575.2
W,86,2,574.8,575.2,575.6,575.2
W,87,2,575.6,574.8,574.4,574.9333333
W,88,2,574.4,574.8,574.4,574.5333333
W,89,2,574,574,574.4,574.1333333
W,90,2,549.6,550,550.4,550
W,91,2,550.8,550.4,549.6,550.2666667
W,92,2,549.2,549.2,549.6,549.3333333
W,93,2,549.2,549.2,549.6,549.3333333
W,94,2,550,549.6,548.4,549.3333333
W,95,2,548,548,548.8,548.2666667
W,96,2,549.2,550,550.4,549.8666667
W,97,2,550.8,550.4,549.6,550.2666667
W,98,2,548.8,548.8,549.6,549.0666667
W,99,2,550,550,548.8,549.6
W,100,2,548.4,547.6,548.4,548.1333333
W,101,2,558,558,559.2,558.4
W,102,2,561.2,562,561.6,561.6
W,103,2,560.8,561.2,561.6,561.2
W,104,2,561.6,560.4,560.4,560.8
W,105,2,560.8,560.8,559.6,560.4
W,106,2,558.8,560,561.2,560
W,107,2,561.6,560,559.6,560.4
W,108,2,560,561.2,561.6,560.9333333
W,109,2,561.6,562,562,561.8666667
W,110,2,562,561.2,560.8,561.3333333
W,1,3,735.6,735.6,736,735.7333333
W,2,3,735.6,735.6,736,735.7333333
W,3,3,736.4,737.2,737.2,736.9333333
W,4,3,737.6,737.2,738,737.6
W,5,3,737.6,737.6,736.8,737.3333333
W,6,3,737.6,738.8,740,738.8
W,7,3,740.4,740,739.6,740
W,8,3,738.8,738.8,738.8,738.8
W,9,3,739.2,738.8,738.8,738.9333333
W,10,3,740.4,743.2,745.6,743.0666667
W,11,3,745.2,744.4,742.8,744.1333333
W,12,3,800,799.2,798.4,799.2
W,13,3,800.4,800.4,800.4,800.4
W,14,3,798,798.4,798.8,798.4
W,15,3,799.6,799.2,799.2,799.3333333
W,16,3,798.8,798.8,798,798.5333333
W,17,3,796,794.8,793.2,794.6666667
W,18,3,793.6,794.4,796.8,794.9333333
W,19,3,798.8,800,800.4,799.7333333
W,20,3,797.2,798.4,799.6,798.4
W,21,3,800,798.8,797.6,798.8
W,22,3,799.6,800,800.4,800
W,23,3,802.4,801.2,800,801.2
W,24,3,801.6,801.2,800.8,801.2
W,25,3,800.4,800.4,800.4,800.4
W,26,3,800,800,799.6,799.8666667
W,27,3,799.6,799.2,799.2,799.3333333
W,28,3,799.2,799.2,799.2,799.2
W,29,3,799.2,799.2,799.2,799.2
W,30,3,799.2,799.2,799.2,799.2
W,31,3,799.6,799.6,800,799.7333333
W,32,3,799.6,799.6,798.8,799.3333333
W,33,3,798,797.6,798,797.8666667
W,34,3,799.6,800.4,800.8,800.2666667
W,35,3,672,672.8,672.8,672.5333333
W,36,3,672.4,672,672.8,672.4
W,37,3,673.6,674.4,674.4,674.1333333
W,38,3,674,674.8,675.6,674.8
W,39,3,677.2,676.4,674.8,676.1333333
W,40,3,672.8,672,672.8,672.5333333
W,41,3,673.6,674.8,675.2,674.5333333
W,42,3,675.6,675.2,675.2,675.3333333
W,43,3,674.8,674.8,674,674.5333333
W,44,3,674,674.4,674.8,674.4
W,45,3,675.2,674.8,675.2,675.0666667
W,46,3,792,792.8,792.8,792.5333333
W,47,3,792.4,794.4,797.2,794.6666667
W,48,3,800,798.4,796,798.1333333
W,49,3,793.2,792,791.2,792.1333333
W,50,3,791.2,791.6,792,791.6
W,51,3,792,792,792,792
W,52,3,791.6,791.2,791.2,791.3333333
W,53,3,792,793.2,794,793.0666667
W,54,3,794,793.2,792.4,793.2
W,55,3,792.4,792.8,792.8,792.6666667
W,56,3,792,791.6,791.6,791.7333333
W,57,3,758.4,759.2,759.2,758.9333333
W,58,3,758.4,758,758,758.1333333
W,59,3,758.4,758,758,758.1333333
W,60,3,758,758.4,758.4,758.2666667
W,61,3,758.4,758.8,759.6,758.9333333
W,62,3,760.8,761.2,760.4,760.8
W,63,3,759.2,760,762,760.4
W,64,3,764,762.8,760.8,762.5333333
W,65,3,758.8,758.4,758.4,758.5333333
W,66,3,758,758,758,758
W,67,3,758.4,757.6,757.2,757.7333333
W,68,3,773.2,772.8,773.2,773.0666667
W,69,3,773.6,774.8,775.2,774.5333333
W,70,3,776.4,776,776,776.1333333
W,71,3,775.2,776,777.2,776.1333333
W,72,3,778.4,778.8,778.8,778.6666667
W,73,3,778.8,778.8,778.8,778.8
W,74,3,778.8,778.8,778.8,778.8
W,75,3,778,776.8,776.4,777.0666667
W,76,3,777.6,779.6,780,779.0666667
W,77,3,779.6,778.8,778.8,779.0666667
W,78,3,778.8,778,777.2,778
W,79,3,771.2,771.2,771.2,771.2
W,80,3,771.2,770.8,770.4,770.8
W,81,3,770.8,770.8,770.8,770.8
W,82,3,770.4,770.8,771.2,770.8
W,83,3,772,772.4,772.8,772.4
W,84,3,772,771.2,770,771.0666667
W,85,3,769.6,769.2,769.6,769.4666667
W,86,3,770,769.6,768.8,769.4666667
W,87,3,768.4,769.6,770.8,769.6
W,88,3,773.2,774.8,776.4,774.8
W,89,3,774.4,772.4,770,772.2666667
W,90,3,783.2,781.6,780,781.6
W,91,3,778.8,779.2,779.6,779.2
W,92,3,780,778.8,777.6,778.8
W,93,3,776,776.4,776.8,776.4
W,94,3,778,778.4,778.8,778.4
W,95,3,778.4,778,777.6,778
W,96,3,778,778.4,778.8,778.4
W,97,3,778.8,778,777.6,778.1333333
W,98,3,777.2,778.4,778.8,778.1333333
W,99,3,781.2,782.8,784.8,782.9333333
W,100,3,782.8,780.8,778.8,780.8
W,101,3,691.2,691.2,691.2,691.2
W,102,3,691.6,691.6,691.6,691.6
W,103,3,690.8,690.8,690.8,690.8
W,104,3,691.2,691.2,691.2,691.2
W,105,3,691.2,691.2,691.2,691.2
W,106,3,691.6,691.6,691.2,691.4666667
W,107,3,690.4,690,690.4,690.2666667
W,108,3,690.4,690.8,690.8,690.6666667
W,109,3,691.2,690.8,690.4,690.8
W,110,3,690,690.4,690.8,690.4
W,1,4,1072,1072,1071.6,1071.866667
W,2,4,1071.6,1071.6,1071.6,1071.6
W,3,4,1072,1072.4,1072.8,1072.4
W,4,4,1072.4,1072,1071.6,1072
W,5,4,1071.6,1071.6,1071.6,1071.6
W,6,4,1071.6,1071.6,1071.2,1071.466667
W,7,4,1070.8,1070.4,1070.8,1070.666667
W,8,4,1071.2,1071.6,1071.2,1071.333333
W,9,4,1070,1068.8,1068.4,1069.066667
W,10,4,1069.6,1070.8,1071.6,1070.666667
W,11,4,1071.6,1071.6,1072,1071.733333
W,12,4,1024.8,1022.4,1022,1023.066667
W,13,4,1021.2,1020.4,1020.4,1020.666667
W,14,4,1020.4,1019.6,1016.4,1018.8
W,15,4,1013.6,1011.6,1011.2,1012.133333
W,16,4,1011.2,1012,1014.8,1012.666667
W,17,4,1016.4,1016.4,1014.4,1015.733333
W,18,4,1013.2,1012.8,1012,1012.666667
W,19,4,1010.4,1007.6,1005.2,1007.733333
W,20,4,1003.6,1002.8,1002,1002.8
W,21,4,1001.2,1001.2,1001.6,1001.333333
W,22,4,1002.8,1004.8,1007.2,1004.933333
W,23,4,1009.2,1010,1010.8,1010
W,24,4,916.8,916.8,916.8,916.8
W,25,4,914,910,904.4,909.4666667
W,26,4,901.6,901.6,906.4,903.2
W,27,4,910,911.2,906.8,909.3333333
W,28,4,903.2,902,907.6,904.2666667
W,29,4,913.2,917.2,916,915.4666667
W,30,4,914,913.2,914,913.7333333
W,31,4,915.6,916.4,915.6,915.8666667
W,32,4,914.4,913.2,912.4,913.3333333
W,33,4,910.8,907.6,904,907.4666667
W,34,4,901.6,902.8,906.4,903.6
W,35,4,1031.6,1032,1032,1031.866667
W,36,4,1032.8,1034.8,1037.2,1034.933333
W,37,4,1038.8,1038,1036.8,1037.866667
W,38,4,1035.6,1036.4,1037.6,1036.533333
W,39,4,1038.8,1039.6,1040,1039.466667
W,40,4,1039.6,1038,1035.2,1037.6
W,41,4,1033.2,1031.6,1032,1032.266667
W,42,4,1032.4,1033.2,1032.8,1032.8
W,43,4,1032,1031.2,1030.8,1031.333333
W,44,4,1030,1028.4,1024.8,1027.733333
W,45,4,1021.6,1018.4,1017.2,1019.066667
W,46,4,1015.6,1014.8,1013.2,1014.533333
W,47,4,1012,1012.4,1014,1012.8
W,48,4,1015.6,1016.4,1016,1016
W,49,4,1016,1015.6,1014.8,1015.466667
W,50,4,1013.6,1013.2,1013.6,1013.466667
W,51,4,1013.6,1013.2,1014,1013.6
W,52,4,1015.2,1016.4,1015.6,1015.733333
W,53,4,1014.8,1013.6,1013.6,1014
W,54,4,1013.6,1014.4,1015.2,1014.4
W,55,4,1016.4,1017.2,1017.2,1016.933333
W,56,4,1016,1014.4,1013.6,1014.666667
W,57,4,1020.4,1022.8,1023.2,1022.133333
W,58,4,1022.8,1018.4,1015.2,1018.8
W,59,4,1012.8,1012.8,1012.8,1012.8
W,60,4,1015.2,1017.6,1020,1017.6
W,61,4,1017.6,1015.2,1013.2,1015.333333
W,62,4,1014,1014.8,1015.2,1014.666667
W,63,4,1014.8,1014.4,1014,1014.4
W,64,4,1014,1014,1013.6,1013.866667
W,65,4,1012.8,1012,1010.8,1011.866667
W,66,4,1010.4,1009.6,1009.6,1009.866667
W,67,4,1009.2,1009.6,1010.4,1009.733333
W,68,4,1011.2,1010.4,1008,1009.866667
W,69,4,1006,1005.6,1006.4,1006
W,70,4,1006.4,1006,1005.6,1006
W,71,4,1005.6,1005.6,1006.4,1005.866667
W,72,4,1006.8,1006.8,1006,1006.533333
W,73,4,1006,1006.8,1007.6,1006.8
W,74,4,1007.6,1008,1008.8,1008.133333
W,75,4,1010.4,1011.2,1010.8,1010.8
W,76,4,1010,1008.4,1007.2,1008.533333
W,77,4,1005.6,1004.4,1003.6,1004.533333
W,78,4,1003.6,1004.8,1006.4,1004.933333
W,79,4,996,996.4,997.6,996.6666667
W,80,4,997.2,996.8,994.8,996.2666667
W,81,4,993.6,991.6,992,992.4
W,82,4,992.4,994.4,994,993.6
W,83,4,994,993.2,994,993.7333333
W,84,4,994.4,994.8,994.4,994.5333333
W,85,4,993.6,992.8,992.8,993.0666667
W,86,4,992.8,992.4,991.6,992.2666667
W,87,4,991.6,992.4,992.8,992.2666667
W,88,4,992.8,992.4,993.2,992.8
W,89,4,994.4,995.6,996,995.3333333
W,90,4,1001.2,1001.6,1001.6,1001.466667
W,91,4,1001.2,1000.8,1001.2,1001.066667
W,92,4,1001.6,1002,1002,1001.866667
W,93,4,1001.6,1001.2,1000.8,1001.2
W,94,4,1000.8,1000.8,1000.8,1000.8
W,95,4,1000.8,1000.8,1000.4,1000.666667
W,96,4,1000.4,1000.4,1001.2,1000.666667
W,97,4,1001.6,1002,1001.6,1001.733333
W,98,4,1002.8,1002.8,1002.8,1002.8
W,99,4,999.6,998.8,999.2,999.2
W,100,4,1000.4,1000.4,999.6,1000.133333
W,101,4,938.4,937.2,937.2,937.6
W,102,4,937.6,937.6,936.8,937.3333333
W,103,4,937.6,938,938.8,938.1333333
W,104,4,937.2,936.4,935.6,936.4
W,105,4,936,936,936,936
W,106,4,936.8,937.6,938.4,937.6
W,107,4,937.6,935.6,932.8,935.3333333
W,108,4,930.8,930.8,931.6,931.0666667
W,109,4,932.4,931.6,930.8,931.6
W,110,4,929.6,929.2,928,928.9333333
W,1,5,1353.2,1353.6,1353.2,1353.333333
W,2,5,1353.2,1352.8,1353.2,1353.066667
W,3,5,1352.8,1353.2,1352.8,1352.933333
W,4,5,1352,1350.8,1350.4,1351.066667
W,5,5,1351.6,1352.8,1353.2,1352.533333
W,6,5,1352.8,1352.4,1352.4,1352.533333
W,7,5,1352.8,1355.6,1358.4,1355.6
W,8,5,1360.4,1357.6,1354.8,1357.6
W,9,5,1352.8,1353.2,1354,1353.333333
W,10,5,1354,1354.4,1354,1354.133333
W,11,5,1354.4,1354,1354.4,1354.266667
W,12,5,1252.4,1252.4,1253.2,1252.666667
W,13,5,1253.2,1254,1254,1253.733333
W,14,5,1254.4,1253.6,1254,1254
W,15,5,1254.8,1256,1256.4,1255.733333
W,16,5,1256.8,1257.2,1257.2,1257.066667
W,17,5,1256.4,1255.6,1254.4,1255.466667
W,18,5,1253.2,1252,1252,1252.4
W,19,5,1252,1252,1252.4,1252.133333
W,20,5,1254,1256,1256.8,1255.6
W,21,5,1256.8,1256,1255.6,1256.133333
W,22,5,1255.2,1255.6,1256,1255.6
W,23,5,997.2,998,998.4,997.8666667
W,24,5,998,998,998,998
W,25,5,998.8,998.8,998.4,998.6666667
W,26,5,997.6,997.2,997.2,997.3333333
W,27,5,997.2,997.2,997.2,997.2
W,28,5,996.8,996.8,997.2,996.9333333
W,29,5,998,998.4,998.4,998.2666667
W,30,5,998.8,998.8,998.4,998.6666667
W,31,5,997.2,996.8,996.8,996.9333333
W,32,5,997.6,998,998.4,998
W,33,5,998.4,998,997.6,998
W,34,5,1226.4,1226.8,1226.4,1226.533333
W,35,5,1226.8,1226,1225.6,1226.133333
W,36,5,1226,1227.2,1230,1227.733333
W,37,5,1231.6,1232.8,1231.2,1231.866667
W,38,5,1230,1228.4,1228,1228.8
W,39,5,1227.6,1227.2,1226.4,1227.066667
W,40,5,1226,1226.4,1227.6,1226.666667
W,41,5,1228.4,1229.2,1229.6,1229.066667
W,42,5,1230,1230,1230,1230
W,43,5,1229.6,1228.8,1228,1228.8
W,44,5,1226.4,1224.4,1220,1223.6
W,45,5,1234,1233.6,1232.4,1233.333333
W,46,5,1231.2,1230.4,1229.6,1230.4
W,47,5,1229.6,1229.6,1230.4,1229.866667
W,48,5,1230.4,1230.8,1230,1230.4
W,49,5,1230.4,1230.4,1232.4,1231.066667
W,50,5,1232.8,1233.2,1231.2,1232.4
W,51,5,1230.4,1229.2,1230.4,1230
W,52,5,1231.2,1232.8,1232.8,1232.266667
W,53,5,1232.8,1232,1231.2,1232
W,54,5,1230.8,1231.2,1232.8,1231.6
W,55,5,1233.6,1233.6,1232,1233.066667
W,56,5,1329.6,1329.6,1329.6,1329.6
W,57,5,1330,1330.8,1332,1330.933333
W,58,5,1332.8,1332.8,1331.6,1332.4
W,59,5,1330.4,1330,1331.2,1330.533333
W,60,5,1332.8,1333.6,1333.2,1333.2
W,61,5,1332,1330.8,1329.2,1330.666667
W,62,5,1328,1327.6,1328.4,1328
W,63,5,1329.6,1330,1330,1329.866667
W,64,5,1328.4,1327.6,1326.4,1327.466667
W,65,5,1326.8,1326.8,1327.6,1327.066667
W,66,5,1328.8,1329.6,1330.4,1329.6
W,67,5,1329.6,1329.6,1329.6,1329.6
W,68,5,1330,1330.8,1332,1330.933333
W,69,5,1332.8,1332.8,1331.6,1332.4
W,70,5,1330.4,1330,1331.2,1330.533333
W,71,5,1332.8,1333.6,1333.2,1333.2
W,72,5,1332,1330.8,1329.2,1330.666667
W,73,5,1328,1327.6,1328.4,1328
W,74,5,1329.6,1330,1330,1329.866667
W,75,5,1328.4,1327.6,1326.4,1327.466667
W,76,5,1326.8,1326.8,1327.6,1327.066667
W,77,5,1328.8,1329.6,1330.4,1329.6
W,78,5,1326,1325.6,1325.6,1325.733333
W,79,5,1326.4,1328.4,1329.6,1328.133333
W,80,5,1330.4,1330.8,1332,1331.066667
W,81,5,1331.6,1330,1327.6,1329.733333
W,82,5,1326.4,1326.8,1328,1327.066667
W,83,5,1328.8,1327.2,1324.8,1326.933333
W,84,5,1323.2,1323.6,1324,1323.6
W,85,5,1323.2,1322.8,1323.2,1323.066667
W,86,5,1324.8,1324.8,1324.4,1324.666667
W,87,5,1324,1324.8,1326,1324.933333
W,88,5,1326.8,1326.4,1324.8,1326
W,89,5,1318.4,1318,1318.4,1318.266667
W,90,5,1318,1318.8,1318.8,1318.533333
W,91,5,1319.6,1318.8,1318.8,1319.066667
W,92,5,1318,1318.4,1318.4,1318.266667
W,93,5,1319.2,1319.6,1319.6,1319.466667
W,94,5,1319.2,1318.8,1319.2,1319.066667
W,95,5,1319.2,1319.2,1318.4,1318.933333
W,96,5,1318.4,1321.2,1324.8,1321.466667
W,97,5,1328,1325.6,1322.8,1325.466667
W,98,5,1318.8,1317.2,1314.4,1316.8
W,99,5,1313.6,1312.8,1314.4,1313.6
W,100,5,1350.8,1350.8,1351.2,1350.933333
W,101,5,1350.8,1350.4,1350,1350.4
W,102,5,1350.4,1350.8,1351.6,1350.933333
W,103,5,1351.6,1351.6,1350.8,1351.333333
W,104,5,1350.4,1350,1354.8,1351.733333
W,105,5,1360,1365.2,1360.8,1362
W,106,5,1355.6,1350.4,1350,1352
W,107,5,1350,1349.6,1349.6,1349.733333
W,108,5,1349.6,1350.4,1350.4,1350.133333
W,109,5,1350.8,1350.4,1350.8,1350.666667
W,110,5,1350.4,1350.8,1350.4,1350.533333
W,1,6,1798.8,1798,1798,1798.266667
W,2,6,1798.4,1798.8,1798.4,1798.533333
W,3,6,1798,1797.6,1797.6,1797.733333
W,4,6,1797.6,1797.6,1798.4,1797.866667
W,5,6,1799.2,1800,1799.2,1799.466667
W,6,6,1798.4,1798.4,1798,1798.266667
W,7,6,1797.6,1795.6,1796,1796.4
W,8,6,1796.4,1797.6,1797.6,1797.2
W,9,6,1797.6,1798.4,1798.4,1798.133333
W,10,6,1798.4,1796.8,1796.8,1797.333333
W,11,6,1796.8,1798.4,1798,1797.733333
W,12,6,1639.6,1640,1640.4,1640
W,13,6,1640.4,1640.4,1640.4,1640.4
W,14,6,1640.4,1640.8,1641.2,1640.8
W,15,6,1642,1642,1642,1642
W,16,6,1641.2,1641.2,1641.2,1641.2
W,17,6,1642,1642,1642,1642
W,18,6,1641.2,1641.2,1641.2,1641.2
W,19,6,1641.6,1641.2,1640.8,1641.2
W,20,6,1640.8,1641.6,1642.4,1641.6
W,21,6,1642.8,1642.4,1642,1642.4
W,22,6,1641.6,1642,1642.4,1642
W,23,6,1642.4,1641.6,1640.4,1641.466667
W,24,6,1633.2,1632.4,1633.6,1633.066667
W,25,6,1634.8,1635.6,1634.8,1635.066667
W,26,6,1634,1633.2,1634.4,1633.866667
W,27,6,1635.6,1636.8,1636.4,1636.266667
W,28,6,1636,1635.6,1639.2,1636.933333
W,29,6,1642.4,1645.2,1640,1642.533333
W,30,6,1635.6,1632,1632.8,1633.466667
W,31,6,1633.2,1632.8,1633.2,1633.066667
W,32,6,1633.6,1634.8,1634.4,1634.266667
W,33,6,1634,1632.8,1632.4,1633.066667
W,34,6,1632,1632.4,1632.8,1632.4
W,35,6,1515.2,1515.6,1515.2,1515.333333
W,36,6,1514.8,1514,1517.6,1515.466667
W,37,6,1521.6,1526,1523.2,1523.6
W,38,6,1519.6,1516.4,1516.4,1517.466667
W,39,6,1516.8,1516.8,1516.8,1516.8
W,40,6,1516.8,1516.4,1516,1516.4
W,41,6,1515.6,1516,1516.4,1516
W,42,6,1516.8,1516.8,1516.4,1516.666667
W,43,6,1516,1515.2,1515.6,1515.6
W,44,6,1516,1517.2,1517.6,1516.933333
W,45,6,1518.8,1519.2,1519.6,1519.2
W,46,6,1403.6,1403.6,1403.6,1403.6
W,47,6,1404.4,1404.8,1405.2,1404.8
W,48,6,1404.8,1404.8,1404.4,1404.666667
W,49,6,1404.4,1403.6,1403.2,1403.733333
W,50,6,1402.8,1402.8,1403.2,1402.933333
W,51,6,1403.6,1404,1404,1403.866667
W,52,6,1404.4,1404.8,1405.2,1404.8
W,53,6,1404.8,1404.4,1404,1404.4
W,54,6,1404.4,1404.4,1404.8,1404.533333
W,55,6,1404.4,1404.8,1404.4,1404.533333
W,56,6,1404.8,1404.8,1405.2,1404.933333
W,57,6,1648,1645.6,1643.2,1645.6
